"*Channel Name","Product Name on Channel","Selling Price","*Channel Product id","*Channel SKU Code","Master SKU Code"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - Orange","2025.00","B00PRE5N8S","AMMSC610-ORN","AMMSC610-ORN"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - Pink","2025.00","B00PRE5OIC","AMMSC610-PNK","AMMSC610-PNK"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - Red","2025.00","B00PRE5MZC","AMMSC610-RED","AMMSC610-RED"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - Turquoise","2025.00","B00PRE5O8W","AMMSC610-TRQ","AMMSC610-TRQ"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - White","2025.00","B00PRE5PKY","AMMSC610-WHT","AMMSC610-WHT"
"AMAZON_IN1","Andmesh Cell Phone Case for iPhone 6 Plus - Yellow","2025.00","B00PRE5QWG","AMMSC610-YLW","AMMSC610-YLW"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Black","3825.00","B00YXBSC02","AMMSD600-BLK","AMMSD600-BLK"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Blue","3825.00","B00YXBSCY8","AMMSD600-BLU","AMMSD600-BLU"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Green","3825.00","B00YXBSH5M","AMMSD600-GRN","AMMSD600-GRN"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Pink","3825.00","B00YXBSLY4","AMMSD600-PNK","AMMSD600-PNK"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Red","3825.00","B00YXBSLQC","AMMSD600-RED","AMMSD600-RED"
"AMAZON_IN1","Andmesh Case for iPad Air 2 - Yellow","3825.00","B00YXBS8EM","AMMSD600-YLW","AMMSD600-YLW"
"AMAZON_IN1","Rock Rocket AN10-001R Cozy Stand for Apple iPad (Red)","3715.00","B00KYJK2SW","AN10-001R","AN10-001R"
"AMAZON_IN1","Rock Rocket AN10-001W Cozy Stand for Apple iPad (White)","3715.00","B00KYJJWO2","AN10-001W","AN10-001W"
"AMAZON_IN1","Imago Battery - for Micromax YU YUREKA AO5510 2500 mAh","699.00","B01M7UJ377","AO5510i","AO5510i"
"AMAZON_IN1","JUST MOBILE, AluPen Digital - The ultra fine stylus for tablet and smartphones","4950.00","B00NEQTM88","AP-898","AP-898"
"AMAZON_IN1","Imago Battery - for Micromax YU Yuphoria AQ5010 2500 mAh","699.00","B01M5G7OOO","AQ5010i","AQ5010i"
"AMAZON_IN1","Kanex Air Play Mirroring for VGA Projector","6425.00","B0082AFROO","ATVPRO","ATVPRO"
"AMAZON_IN1","Prodigee AiPD -JCK-BLK AirPods: Jack for AirPods, Black AIRPOD CASE","3499.00","B07H52W2LD","AiPD -JCK-BLK","AiPD -JCK-BLK"
"AMAZON_IN1","Prodigee AiPD -JCK-BLK AirPods: Jack for AirPods, Black AIRPOD CASE","3500.00","B07H52W2LD","AiPD-JCK-BLK-2","AiPD-JCK-BLK-2"
"AMAZON_IN1","Prodigee AiPD –JCK-BRN AirPods: Jack for AirPods,Brown AIRPOD CASE","3499.00","B07H5SV1VC","AiPD-JCK-BRN","AiPD-JCK-BRN"
"AMAZON_IN1","Prodigee AiPD –JCK-BRN AirPods: Jack for AirPods,Brown AIRPOD CASE","3500.00","B07H5SV1VC","AiPD-JCK-BRN-2","AiPD-JCK-BRN-2"
"AMAZON_IN1","Prodigee AiPD –JCK-RED AirPods: Jack for AirPods, Red AIRPOD CASE","3499.00","B07H5S6WWN","AiPD-JCK-RED","AiPD-JCK-RED"
"AMAZON_IN1","Prodigee AiPD –JCK-RED AirPods: Jack for AirPods, Red AIRPOD CASE","3500.00","B07H5S6WWN","AiPD-JCK-RED-2","AiPD-JCK-RED-2"
"AMAZON_IN1","Imago Apricot Essential Oil & Beard Moustache Growth Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HKFJ4R","Apricot&Beard60","Apricot&Beard60"
"AMAZON_IN1","Imago Apricot & Cedarwood Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HWKY3F","Apricot&Cedarwood60","Apricot&Cedarwood60"
"AMAZON_IN1","Imago Apricot & Eucalyptus Essential Oil for Skin Hair Massage Cold Cough Body Care 60 ml","499.00","B077HYFTSS","Apricot&Eucalyptus60","Apricot&Eucalyptus60"
"AMAZON_IN1","Imago Apricot & Jojoba Essential Oil for Skin Hair Growth Massage Body Care 60 ml","479.00","B077HQ3R3J","Apricot&Jojoba60","Apricot&Jojoba60"
"AMAZON_IN1","Imago Apricot & Argan Essential Oil for Skin Hair & Massage Body Care 60 ml","429.00","B077HN6LGH","Apricot&argan60","Apricot&argan60"
"AMAZON_IN1","Imago Apricot & Avocado Essential Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HRTFJM","Apricot&avacado60","Apricot&avacado60"
"AMAZON_IN1","Imago Apricot & Rosemary Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HLVDRB","Apricot&rosemary60","Apricot&rosemary60"
"AMAZON_IN1","Imago Apricot & Tea Tree Essential Oil For Skin Hair Massage Antiseptic Body Care 60 ml","599.00","B077HHPTCW","Apricot&teatree60","Apricot&teatree60"
"AMAZON_IN1","Imago Battery - for Intex Aqua Q7 BR2075BU 2000 mAh","599.00","B01MCYIMX3","Aquaq7br2075bui","Aquaq7br2075bui"
"AMAZON_IN1","Imago Argan Essential Oil & Beard Moustache Growth Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HL461J","Argan&Beard60","Argan&Beard60"
"AMAZON_IN1","Imago Argan & Cedarwood Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HLDSBR","Argan&Cedarwood60","Argan&Cedarwood60"
"AMAZON_IN1","Imago Argan & Eucalyptus Essential Oil for Skin Hair Massage Cold Cough Body Care 60 ml","499.00","B077HQRCN6","Argan&Eucalyptus60","Argan&Eucalyptus60"
"AMAZON_IN1","Imago Argan & Apricot Essential Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HWSMF2","Argan&apricot60","Argan&apricot60"
"AMAZON_IN1","Imago Argan & Avocado Essential Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HR4M3V","Argan&avacado60","Argan&avacado60"
"AMAZON_IN1","Imago 30 ml Jojoba Oil and 30 ml Argan Hair Oil for Hair Growth Skin 100% Pure Organic Certified Virgin Oil Anti Ageing Anti Oxidant & Moisturizer (Total 60 ml)","399.00","B076S9CDQ2","Argan&jojoba60","Argan&jojoba60"
"AMAZON_IN1","Imago Argan & Rosemary Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HTF7HK","Argan&rosemary60","Argan&rosemary60"
"AMAZON_IN1","Imago Argan & Tea tree Essential Oil for Skin Hair Massage Body Care 60 ml","599.00","B077HMSGZW","Argan&teatree60","Argan&teatree60"
"AMAZON_IN1","Imago 30 Ml 100% Pure Natural Organic Moroccan Argan Oil Cold Pressed Certified Virgin Oil Anti Ageing Anti Oxidant Moisturizer","249.00","B0762MWQBQ","Argan1-2","Argan1-2"
"AMAZON_IN1","Imago 100% Pure Natural Organic Moroccan Argan Oil Cold Pressed Certified Virgin Oil Anti Ageing Anti Oxidant Moisturizer 60 ml","499.00","B076RW3M86","Argan60","Argan60"
"AMAZON_IN1","Imago Avocado & Apricot Essential Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HMZM9X","Avacado&Apricot60","Avacado&Apricot60"
"AMAZON_IN1","Imago Avocado Essential Oil & Beard Moustache Growth Oil for Skin Hair Massage Body Care 60 ml","429.00","B077HNVLLX","Avacado&Beard60","Avacado&Beard60"
"AMAZON_IN1","Imago Avocado & Cedarwood Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HWGC5Q","Avacado&Cedarwood60","Avacado&Cedarwood60"
"AMAZON_IN1","Imago Avocado & Eucalyptus Essential Oil for Skin Hair Massage Cold Cough Body Care 60 ml","499.00","B077HLZG2C","Avacado&Eucalyptus60","Avacado&Eucalyptus60"
"AMAZON_IN1","Imago Avocado & Eucalyptus Essential Oil for Skin Hair Massage Cold Cough Body Care 60 ml","529.00","B078MZPWY3","Avacado&Eucalyptus60-2","Avacado&Eucalyptus60-2"
"AMAZON_IN1","Imago Avocado & Jojoba Essential Oil for Skin Hair Growth Massage Body Care 60 ml","479.00","B077HF4243","Avacado&Jojoba60","Avacado&Jojoba60"
"AMAZON_IN1","Imago Argan & Avocado Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HR4M3V","Avacado&argan60","Avacado&argan60"
"AMAZON_IN1","Imago Avocado & Rosemary Essential Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HL4NDL","Avacado&rosemary60","Avacado&rosemary60"
"AMAZON_IN1","Imago Avocado & Tea Tree Essential Oil For Skin Hair Massage Antiseptic Body Care 60 ml","599.00","B077HNJQNF","Avacado&teatree60","Avacado&teatree60"
"AMAZON_IN1","RAMBLER LUNCH BAG - BRIGHT RED-B-LB-35 RED","1449.00","B001QFYD7O","B-LB-35 RED","B-LB-35 RED"
"AMAZON_IN1","RAMBLER LUNCH BAG- ROYAL BLUE-B-LB-35-RBL","1449.00","B0757M3WY6","B-LB-35-RBL","B-LB-35-RBL"
"AMAZON_IN1","EXPRESS LUNCH BAG- BLACK-LB32-BLK","1549.00","B001QFYDLU","B-LB32-BLK","B-LB32-BLK"
"AMAZON_IN1","EXPRESS LUNCH BAG-DOT NO.8-B-LB32-DO8","1549.00","B0757LXHQG","B-LB32-DO8","B-LB32-DO8"
"AMAZON_IN1","EXPRESS LUNCH BAG- BRIGHT RED-B-LB32-RED","1549.00","B001QFYDWO","B-LB32-RED","B-LB32-RED"
"AMAZON_IN1","BYO by BUILT NY Rambler Neoprene Lunch Bag, Black with pink zipper and interior","1449.00","B00263P7R0","B-LB35-BLK","B-LB35-BLK"
"AMAZON_IN1","B-LB35-CLD","1699.00","B001QFYD7E","B-LB35-CLD","B-LB35-CLD"
"AMAZON_IN1","RAMBLER LUNCH BAG-B-LB35-DST","1699.00","B001QFYD9M","B-LB35-DST","B-LB35-DST"
"AMAZON_IN1","RAMBLER LUNCH BAG - SIDEWALK-B-LB35-SWK","1699.00","B001QFYDDS","B-LB35-SWK","B-LB35-SWK"
"AMAZON_IN1","RUGGER LUNCH BAG- ROYAL BLUE-B-LB36-RBL","1549.00","B0757LWGLD","B-LB36-RBL","B-LB36-RBL"
"AMAZON_IN1","Built Ny Munchler Lunch Bag - Lefty","950.00","B000STAPKI","B-MNC-DOG","B-MNC-DOG"
"AMAZON_IN1","BUILT NY Munchler Lunch Bag - Boo (Discontinued by Manufacturer)","894.00","B000STALV6","B-MNC-PAN","B-MNC-PAN"
"AMAZON_IN1","BUILT NY Munchler Lunch Bag - Meadow (Discontinued by Manufacturer)","889.00","B000ST6Y58","B-MNC-RAB","B-MNC-RAB"
"AMAZON_IN1","BUILT NY Munchler Lunch Bag - Benny","889.00","B000ST99HI","B-MNC-TIG","B-MNC-TIG"
"AMAZON_IN1","Innerexile Premium Aluminum Bumper for iPhone 5S with Plastic Back Cover","7780.00","B00GTGJ68Q","B51-12-02M","B51-12-02M"
"AMAZON_IN1","Innerexile Premium Aluminum Bumper for iPhone 5S with Plastic Back Cover","7780.00","B00GXYMDGQ","B51-12-04M","B51-12-04M"
"AMAZON_IN1","Innerexile Aluminum Hybrid Case","4880.00","B00GR98C8A","B52S-02M","B52S-02M"
"AMAZON_IN1","Innerexile Aluminum Hybrid Case","4880.00","B00GTGJ2Z8","B52S-04M","B52S-04M"
"AMAZON_IN1","Innerexile Aluminum Hybrid Case","4880.00","B00L27DR82","B52S-053M","B52S-053M"
"AMAZON_IN1","Imago Battery - for Sony Xperia U ST25i Sony Ericsson Xperia U St25i Ust25 Ericsson BA600 ST25i, ST25 Xperia U 1500 mAh","899.00","B01M7UJRF1","BA600i","BA600i"
"AMAZON_IN1","Imago Battery - for Sony Ericsson BA-750 BA 750 BA750 Battery Sony Xperia Arc Xperia Arc S,Xperia Arc S LT15i X12 LT18 Xperia Pro 1500 mAh","899.00","B01M71P42Y","BA750i","BA750i"
"AMAZON_IN1","Imago Battery - for Sony Ericsson BA800 Xperia S LT26i Xperia V Arc HD Battery Sony Ericsson Xperia S LT26I ARC HD Sony Xperia S,LT26,LT26i,Arc HD,Nozomi 1750 mAh","899.00","B01M8N7GXS","BA800i","BA800i"
"AMAZON_IN1","Imago Battery - for BA900 for Xperia J/L / M/TX Sony Battery BA900 Xperia J Xperia TX Xperia L Xperia M Sony Xperia L S36h S36i C2104 C2105 1700 mAh","899.00","B01MCYJ54H","BA900i","BA900i"
"AMAZON_IN1","QUIRKY BOBBLE BRUSH - Tooth Brush Stand","925.00","B003THPSI0","BBB-1-BLU","BBB-1-BLU"
"AMAZON_IN1","Built Ny Double Thirsty Tote Lagoon Blue/Leaf Green (Blue and Green)","1049.00","B000F2BN6I","BBY-2TT-BLU","BBY-2TT-BLU"
"AMAZON_IN1","Built NY Double Thirsty ToteLeaf Green/Lagoon Blue'","1049.00","B000I4OULI","BBY-2TT-GRN","BBY-2TT-GRN"
"AMAZON_IN1","Built NY Double Thirsty Tote Hot Pink/Orange","1100.00","B000F2BN6S","BBY-2TT-HPK","BBY-2TT-HPK"
"AMAZON_IN1","CUSHY TUSHY CHANGING PAD BLACK","1850.00","B001H0GBSM","BBY-CPD-BLK","BBY-CPD-BLK"
"AMAZON_IN1","CUSHY TUSHY CHANGING PAD - DOT NO.7","1850.00","B001H0GBSW","BBY-CPD-D07","BBY-CPD-D07"
"AMAZON_IN1","CUSHY TUSHY CHANGING PAD","1850.00","B001H0GBT6","BBY-CPD-SHS","BBY-CPD-SHS"
"AMAZON_IN1","CUSHY TUSHY CHANGING PAD- RED","1850.00","B001H0GBTG","BBY-CPD-SPR","BBY-CPD-SPR"
"AMAZON_IN1","Built NY Diaper Bag, Black","6500.00","B001H0GBU0","BBY-DPR-BLK","BBY-DPR-BLK"
"AMAZON_IN1","Built NY Diaper Bag","6500.00","B001H0GBUK","BBY-DPR-SHS","BBY-DPR-SHS"
"AMAZON_IN1","Built NY Diaper Bag, Ski Patrol Red","6500.00","B001H0GBUU","BBY-DPR-SPR","BBY-DPR-SPR"
"AMAZON_IN1","Built NY Hungry Tote Black/Leaf Green","1579.00","B000NSFGI0","BBY-LB31-BLK","BBY-LB31-BLK"
"AMAZON_IN1","Built NY Hungry Green Tote Bag","1579.00","B000NSBLVQ","BBY-LB31-GRN","BBY-LB31-GRN"
"AMAZON_IN1","Black , 19\ , 2 Pack : Nite Ize BDS19-01-2R3 Better Band (2 Pack), 19"", Black","650.00","B071D4QT2V","BDS19-01-2R3","BDS19-01-2R3"
"AMAZON_IN1","Nite IZE BetterBand Adjustable Stretch Bands 25"" Black (2 Pack)","699.00","B0156G02O6","BDS25-01-2R3","BDS25-01-2R3"
"AMAZON_IN1","Nite IZE BetterBand Adjustable Stretch Bands 5"" - 2 Pack - Black","400.00","B0156FZX2S","BDS5-01-2R3","BDS5-01-2R3"
"AMAZON_IN1","Booq Boa Flow Graphite Laptop Computer Backpack with DLSR Storage Compartment","20999.00","B00JG9CI7Y","BF2-GFT","BF2-GFT"
"AMAZON_IN1","Imago Designer Round Shape Black & Silver Analogue Girls & Womens Watch Pack of 2 (Combo Watch)","299.00","B076XYPVS7","BL & SL","BL & SL"
"AMAZON_IN1","Maclocks Blade Universal Laptop and Tablet Bracket with Combination Cable Lock, Silver (BLD01CL)","12900.00","B00QNL40BU","BLD01CL","BLD01CL"
"AMAZON_IN1","Blade with Keyed cable lockSIlver","11900.00","B0185J61LE","BLD01KL","BLD01KL"
"AMAZON_IN1","Imago Battery - for Nokia BN01 Nokia X (Multicolor)","449.00","B01N24ROXJ","BN01i","BN01i"
"AMAZON_IN1","Nite Ize BRG-M1-R3 BigRing S-Biner & Ring, Stainless Steel","1199.00","B00BKVPYZ4","BRG-M1-R3","BRG-M1-R3"
"AMAZON_IN1","CulCharge Smallest Lightning to USB Cable for iPhone & iPad Apple MFI Certified","999.00","B00N9BRQYK","BRQYK","BRQYK"
"AMAZON_IN1","Booq Boa Shift Backpack for 15-Inch Laptop (BSHL-GFT)","14299.00","B00FE1Y0D8","BSHL-GFT","BSHL-GFT"
"AMAZON_IN1","Built  Sedna 3-Quart Ice Bucket, Slate Blue","3950.00","B000W0FHDI","BU3-BLU","BU3-BLU"
"AMAZON_IN1","BNY,BU3-BRW Built Sedna 3-Quart Ice Bucket, Walnut","3950.00","B000VTSE4O","BU3-BRW","BU3-BRW"
"AMAZON_IN1","Imago Baby's Breath Covent Garden Seeds","129.00","B01MTFNNY5","Babys Breath Covent Garden","Babys Breath Covent Garden"
"AMAZON_IN1","Imago Bachelor’s Buttons Classic Fantastic Seeds","129.00","B01N3AEOAL","Bachelors Buttons Classic Fantastic","Bachelors Buttons Classic Fantastic"
"AMAZON_IN1","Imago Bachelor’s Buttons Classic Magic Seeds","129.00","B01MUH8PK3","Bachelors Buttons Classic Magic","Bachelors Buttons Classic Magic"
"AMAZON_IN1","Imago Basil Aramato Seeds","129.00","B01N28XZST","Basil Aramato","Basil Aramato"
"AMAZON_IN1","Imago Beard Moustache Oil & Cedarwood Essential Oil for Skin Hair Body Care 60 ml","499.00","B077HVQ51K","Beard&Cedarwood60","Beard&Cedarwood60"
"AMAZON_IN1","Imago Beard Moustache Oil & Eucalyptus Essential Oil for Cough Cold Skin Hair Body Care 60 ml","499.00","B077HQ44YJ","Beard&Eucalyptus60","Beard&Eucalyptus60"
"AMAZON_IN1","Imago Beard Moustache Oil & Eucalyptus Essential Oil for Cough Cold Skin Hair Body Care 60 ml","529.00","B078MZPYDL","Beard&Eucalyptus60-2","Beard&Eucalyptus60-2"
"AMAZON_IN1","Imago Beard Moustache Oil & Apricot Essential Oil for Skin Hair Body Care 60 ml","449.00","B077HZY32W","Beard&apricot60","Beard&apricot60"
"AMAZON_IN1","Imago 100% Pure Beard Growth & Argan Essential Oil for Skin, Hair Oil Body Care 60 ml","449.00","B077J2SY96","Beard&argan60","Beard&argan60"
"AMAZON_IN1","Imago 100% Pure Beard Growth & Argan Essential Oil for Skin, Hair Oil Body Care 60 ml","399.00","B078N712N6","Beard&argan60-2","Beard&argan60-2"
"AMAZON_IN1","Imago Avocado Essential Oil & Beard Moustache Growth Oil for Skin Hair Massage Body Care 60 ml","499.00","B077HNVLLX","Beard&avacado60","Beard&avacado60"
"AMAZON_IN1","Imago Beard Moustache Oil & Avocado Essential Oil for Skin Hair Body Care 60 ml","399.00","B078MZLSPQ","Beard&avacado60-2","Beard&avacado60-2"
"AMAZON_IN1","Imago Pure Beard, Moustache Growth & Jojoba Essential Oil for Skin & Hair Body Care 60 ml","479.00","B076S8TFJN","Beard&jojoba60","Beard&jojoba60"
"AMAZON_IN1","Imago 30 ml Beard Oil & 30 ml Jojoba Oil for Beard Growth, Skin Face Hair Bath essential Pure Original Oil 60ml (30ml Per Bottle) Hair Oil Organic Certified Virgin Oil Anti Ageing Anti Oxidant & Moisturizer","449.00","B078N4F49C","Beard&jojoba60-2","Beard&jojoba60-2"
"AMAZON_IN1","Imago Beard Moustache Oil & Rosemary Essential Oil for Skin Hair Body Care 60 ml","499.00","B077HZQPCW","Beard&rosemary60","Beard&rosemary60"
"AMAZON_IN1","Imago Beard Moustache Oil & Tea Tree Essential Oil For Skin Hair Body Care 60 ml","599.00","B077HS6KF2","Beard&teatree60","Beard&teatree60"
"AMAZON_IN1","Imago Beard Moustache Oil & Tea Tree Essential Oil for Skin Hair Body Care 60 ml","599.00","B078N5VP1R","Beard&teatree60-2","Beard&teatree60-2"
"AMAZON_IN1","Imago Beard Oil for Hair Growth and Moustache Oil and Silky Beard Hair Oil 30ml","239.00","B0762N5XF4","Beard1-2","Beard1-2"
"AMAZON_IN1","Imago Beard Oil for Hair Growth and Moustache Oil and Silky Beard Hair Oil 30ml","249.00","B0762N5XF4","Beard1-9","Beard1-9"
"AMAZON_IN1","Imago Beard Growth Hair Oil 60 ml Hair Oil Organic, Pure Powerful for All Type of Hair Organic Certified Virgin Oil Anti Ageing Anti Oxidant & Moisturizer","449.00","B076RZ4J4F","Beard60","Beard60"
"AMAZON_IN1","Imago Beard Growth Hair Oil 60 ml Hair Oil Organic, Pure Powerful for All Type of Hair Organic Certified Virgin Oil Anti Ageing Anti Oxidant & Moisturizer","399.00","B078N2S991","Beard60-2","Beard60-2"
"AMAZON_IN1","Imago Black Eyed Susan Chim Chiminee Seeds","129.00","B01MUH8U8R","Black Eyed Susan Chim Chiminee","Black Eyed Susan Chim Chiminee"
"AMAZON_IN1","Imago Bupleurum Griffithii Seeds","129.00","B01N4UIY4G","Bupleurum Griffithii","Bupleurum Griffithii"
"AMAZON_IN1","Nillkin Screen Guard for Samsung Galaxy C9 Pro Whole Set Version Matte Anti Glare Front + Camera Film","799.00","B06XMQGC2W","C9P-33839D","C9P-33839D"
"AMAZON_IN1","Nillkin Case for Samsung Galaxy C9 Pro Super Frosted Hard Back Cover Hard PC Black Color","849.00","B01MSZA2LU","C9P-33976","C9P-33976"
"AMAZON_IN1","Just Mobile Laptop Cooling Bar (Silver)","3105.00","B00292AG4M","CB-200","CB-200"
"AMAZON_IN1","VRS Design Case for Samsung Galaxy Note 8 Crystal Bumper Metal Black Color","2499.00","B074DWXCV9","CB-GN8-MB","CB-GN8-MB"
"AMAZON_IN1","VRS Design Case for Samsung Galaxy Note 8 Crystal Bumper Shine Gold Color","2499.00","B074Q2G7WM","CB-GN8-SG","CB-GN8-SG"
"AMAZON_IN1","VRS Design Case for Samsung Galaxy Note 8 Crystal Bumper Shine Gold Color","2499.00","B074Q2G7WM","CB-GN8-SG-9","CB-GN8-SG-9"
"AMAZON_IN1","VRS Design Case for Samsung Galaxy Note 8 Crystal Bumper Shine Gold Color","2499.00","B07BV8634G","CB-GN8-SGD","CB-GN8-SGD"
"AMAZON_IN1","VRS Design Case for Google Pixel 2 XL Crystal Bumper Metal Black Color","2799.00","B077FZPBVJ","CB-GP2XL-MB","CB-GP2XL-MB"
"AMAZON_IN1","VRS Design Case for Apple iPhone 8 (4.7"" Inch) Crystal Bumper Champagne Gold Color","2499.00","B074N99MFC","CB-I8-CG","CB-I8-CG"
"AMAZON_IN1","VRS Design Case for Apple iPhone 7 (4.7"" Inch) Crystal Bumper Champagne Gold Color","2499.00","B07C9WV5CL","CB-I8-CG-2","CB-I8-CG-2"
"AMAZON_IN1","VRS Design Case for Apple iPhone 8 (4.7"" Inch) Crystal Bumper Satin Silver Color","2499.00","B074N8J9KZ","CB-I8-SS","CB-I8-SS"
"AMAZON_IN1","VRS Design Case for Apple iPhone 8 Plus (5.5"" Inch) Crystal Bumper Shine Gold Color","2499.00","B074QNF1FG","CB-I8P-CG","CB-I8P-CG"
"AMAZON_IN1","VRS Design Case for Apple iPhone 7 Plus (5.5"" Inch) Crystal Bumper Shine Gold Color","2499.00","B07BV82KHZ","CB-I8P-CG-2","CB-I8P-CG-2"
"AMAZON_IN1","VRS Design Case for Apple iPhone 8 Plus (5.5"" Inch) Crystal Bumper Satin Silver Color","2499.00","B074QNZP5L","CB-I8P-SS","CB-I8P-SS"
"AMAZON_IN1","VRS Design Case for Apple iPhone X (5.8"" Inch) Crystal Bumper Metal Finish Satin Silver Color","2499.00","B0758GV9B3","CB-IX-SS","CB-IX-SS"
"AMAZON_IN1","VRS Design Case for Apple iPhone Xs (5.8"" Inch) Crystal Bumper Metal Finish Satin Silver Color","2999.00","B07HRRFDS3","CB-IX-SS-3","CB-IX-SS-3"
"AMAZON_IN1","VRS Design Case for LG V30 V 30 Crystal Bumper Metal Black Color","2799.00","B077N3K8GH","CB-LGV30-MB","CB-LGV30-MB"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Metal Black Color","2799.00","B07C9V4RV5","CB-LGV30-MB-2","CB-LGV30-MB-2"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Metal Black Color","2799.00","B07C9V4RV5","CB-LGV30-MB-2-9","CB-LGV30-MB-2-9"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Metal Black Color","2799.00","B07C9XYXXM","CB-LGV30-MB-2D","CB-LGV30-MB-2D"
"AMAZON_IN1","VRS Design Case for LG V30 V 30 Crystal Bumper Metal Black Color","2799.00","B07C9TWLPL","CB-LGV30-MBD","CB-LGV30-MBD"
"AMAZON_IN1","VRS Design Case for LG V30 V 30 Crystal Bumper Steel Silver Color","2799.00","B07842341F","CB-LGV30-SS","CB-LGV30-SS"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Steel Silver Color","2799.00","B07BTY3477","CB-LGV30-SS-2","CB-LGV30-SS-2"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Steel Silver Color","2799.00","B07BTY3477","CB-LGV30-SS-2-9","CB-LGV30-SS-2-9"
"AMAZON_IN1","VRS Design Case for LG V30 Plus Crystal Bumper Steel Silver Color","2799.00","B07BV84ZYD","CB-LGV30-SS-2D","CB-LGV30-SS-2D"
"AMAZON_IN1","VRS Design Case for LG V30 V 30 Crystal Bumper Steel Silver Color","2799.00","B07BV851KK","CB-LGV30-SSD","CB-LGV30-SSD"
"AMAZON_IN1","Booq Cobra Brief, Black","31900.00","B00MAT91Y0","CB2-BLK","CB2-BLK"
"AMAZON_IN1","Just Mobile Highway Max Car Charger 2-Port Total 4.2A/21Watt No Cable Premium Unibody Aluminum (CC-128S)","1750.00","B00YN57N2Q","CC-128","CC-128"
"AMAZON_IN1","Just Mobile Highway Max™ Deluxe Car Charger w/ 2 USB Ports and micro USB Cable","2100.00","B00FF1LG98","CC-168","CC-168"
"AMAZON_IN1","Imago Designer Necklace Hand Band Two Plastic Fake Diamond Choker Fabric Choker","249.00","B01MSA6K9V","CCIMA11","CCIMA11"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic Fake Diamond and Plastic Choker Fabric Choker","249.00","B01MR8RJNM","CCIMA12","CCIMA12"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic Fake Diamond and Gothic Choker Fabric Choker","249.00","B01MUDFDOI","CCIMA13","CCIMA13"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic Fake Diamond and Black Velvet Choker Fabric Choker","249.00","B01MYAZIS4","CCIMA14","CCIMA14"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic and Plastic Fake Diamond Chocker Fabric Choker","249.00","B01N7UYRII","CCIMA16","CCIMA16"
"AMAZON_IN1","Imago Designer Necklace Hand Band Two Plastic Choker Fabric Choker","249.00","B01N6TPBXD","CCIMA17","CCIMA17"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic and Gothic Choker Fabric Choker","249.00","B01N7UYOD4","CCIMA18","CCIMA18"
"AMAZON_IN1","Imago Designer Necklace Hand Band Plastic and Black Velvet Choker Fabric Choker","249.00","B01N4QRI8U","CCIMA19","CCIMA19"
"AMAZON_IN1","Imago Designer Necklace Hand Band Gothic and Plastic Fake Diamond Choker Fabric Choker","249.00","B01MYAZJJS","CCIMA21","CCIMA21"
"AMAZON_IN1","Imago Designer Necklace Hand Band Gothic and Plastic Choker Fabric Choker","249.00","B01MSA6I51","CCIMA22","CCIMA22"
"AMAZON_IN1","Imago Designer Necklace Hand Band Two Gothic Choker Fabric Choker","249.00","B01MYAZL9Z","CCIMA23","CCIMA23"
"AMAZON_IN1","Imago Designer Necklace Hand Band Gothic and Black Velvet Chocker Fabric Choker","249.00","B01N13P9DQ","CCIMA24","CCIMA24"
"AMAZON_IN1","Imago Designer Necklace Hand Band Fabric Gothic Choker Best Design","249.00","B01MZCJZTV","CCIMA26","CCIMA26"
